url_key,name,description,categories_slug,status,sku,weight,inventory_sources,inventories,price,tax_category_id,images,meta_title,meta_description,new,featured,visible_individually,cost,width,height,depth,type,attribute_family_name,guest_checkout,meta_keywords,short_description,special_price,special_price_from,special_price_to,color,gender,material,size,model,style,product_type,pattern,package_contains,user_id,country,delivery_charge
generic-pack-of-4-vegetable-cutter-with-peeler-color-assorted-pid37309,"Generic Pack Of_4 Vegetable Cutter With Peeler (Color: Assorted)","Generic Pack Of_4 Vegetable Cutter With Peeler (Color: Assorted)<br>Whether it is a sabzi preparation, stir-fried vegetables or an elaborate salad, cutting vegetables and fruits can often be a cumbersome task involving knives, cutting tables and uneven cutting sizes<br>Featuring 5 extra-sharp stainless steel blades, the Famous multi cutter with peeler makes easy work of cutting vegetables and fruits for various purposes<br>With its smart design, you simply have to press the cutter along its ergonomic handle to obtain neatly cut vegetables, thus keeping your hands safe<br>With its high quality stainless steel blades and durable plastic construction, the Famous multi cutter with peeler is constructed to last for a long time, even with daily rigorous use. ",kitchenware,1,BSCCOHNKH1030,342.00000000,default,2,156,,"https://live.staticflickr.com/65535/51096878945_532890d311_o_d.jpg,https://live.staticflickr.com/65535/51096154099_3361dbb7c0_o_d.jpg,https://live.staticflickr.com/65535/51096154134_b18d88dd3f_o_d.jpg,https://live.staticflickr.com/65535/51096154149_e57e6436da_o_d.jpg,https://live.staticflickr.com/65535/51096154199_eda6e83eff_o_d.jpg","Generic Pack Of_4 Vegetable Cutter With Peeler (Color: Assorted)","Generic Pack Of_4 Vegetable Cutter With Peeler (Color: Assorted)<br>Whether it is a sabzi preparation, stir-fried vegetables or an elaborate salad, cutting vegetables and fruits can often be a cumbersome task involving knives, cutting tables and uneven cutting sizes<br>Featuring 5 extra-sharp stainless steel blades, the Famous multi cutter with peeler makes easy work of cutting vegetables and fruits for various purposes<br>With its smart design, you simply have to press the cutter along its ergonomic handle to obtain neatly cut vegetables, thus keeping your hands safe<br>With its high quality stainless steel blades and durable plastic construction, the Famous multi cutter with peeler is constructed to last for a long time, even with daily rigorous use. ",0,0,1,,,,,simple,Default,1,,"Generic Pack Of_4 Vegetable Cutter With Peeler (Color: Assorted)",,,,Assorted,Unisex,,,,,"Home and Kitchen Accessories",,,1,IN,0
"generic multicolor couple's love night lamp-pid31166","Generic Multicolor Couple'S Love Night Lamp (Screwless)","Multicolor Couple'S Love Night Lamp<br>Color: Multi Color<br>Material: Acrylic<br>Style:  Couple'S Love <br>Power Source: AC Adapter <br>Extremely cool and 3D illusion,  <br>Design is Laser engraved on 4 mm thick Acrylic glass. <br>Ideal for living room, bedroom,birthday gift, bars, shop, coffee shop, hotel etc <br>Low energy consumption.  <br>Made of safety material . <br>No foul odors or chemically powder coatings.",night-lamps,1,BSLDYYY-16,150.00000000,default,100,129,,"https://live.staticflickr.com/65535/50701474937_8b5e20dbd9_o_d.jpg,https://live.staticflickr.com/65535/50700647628_3e66d5d903_o_d.jpg,https://live.staticflickr.com/65535/50700647658_6b4fd27676_o_d.jpg,https://live.staticflickr.com/65535/50701392871_de2c0da52b_o_d.jpg","Generic Multicolor Couple'S Love Night Lamp (Screwless)","Multicolor Couple'S Love Night Lamp<br>Color: Multi Color<br>Material: Acrylic<br>Style:  Couple'S Love <br>Power Source: AC Adapter <br>Extremely cool and 3D illusion,  <br>Design is Laser engraved on 4 mm thick Acrylic glass. <br>Ideal for living room, bedroom,birthday gift, bars, shop, coffee shop, hotel etc <br>Low energy consumption.  <br>Made of safety material . <br>No foul odors or chemically powder coatings.",0,0,1,,,,,simple,Default,1,,"Multicolor Couple'S Love Night Lamp",,,,Multicolor,,Acrylic,,,,"Night Lamp",,,1,IN,0
generic-pack-of-3-silk-polyester-artificial-shaded-orange-green-leaf-vine-hanging-garland-foliage-flowers-leaf-plants-for-wall-decoration-color-orange-green-length-15-feet-pid35518,"Generic Pack Of 3 Silk Polyester Artificial Shaded Orange Green Leaf Vine Hanging Garland Foliage Flowers Leaf Plants For Wall Decoration (Color: Orange-Green,Length: 15 Feet)","Generic Pack Of 3 Silk Polyester Artificial Shaded Orange Green Leaf Vine Hanging Garland Foliage Flowers Leaf Plants For Wall Decoration (Color: Orange-Green,Length: 15 Feet)<br>Color:Orange-Green, <br>Material: Silk Polyester<br>Type:Leaf Creeper, <br>Length:15 Feet<br>Suitable For: A Great Choice For Decorating Weddings, Parties, Festivals, Homes, Gardens And Other Outdoor And Indoors Occasions, Ideal For Adding A Natural Touch To Your Decor",home-accessories,1,BSB21HDMYYYCDLCR_Orange_Greenc3,300.00000000,default,15,386,,"https://live.staticflickr.com/65535/51180153211_49a4a4863e_o_d.jpg,https://live.staticflickr.com/65535/51180375973_09a4ff0dc2_o_d.jpg","Generic Pack Of 3 Silk Polyester Artificial Shaded Orange Green Leaf Vine Hanging Garland Foliage Flowers Leaf Plants For Wall Decoration (Color: Orange-Green,Length: 15 Feet)","Generic Pack Of 3 Silk Polyester Artificial Shaded Orange Green Leaf Vine Hanging Garland Foliage Flowers Leaf Plants For Wall Decoration (Color: Orange-Green,Length: 15 Feet)<br>Color:Orange-Green, <br>Material: Silk Polyester<br>Type:Leaf Creeper, <br>Length:15 Feet<br>Suitable For: A Great Choice For Decorating Weddings, Parties, Festivals, Homes, Gardens And Other Outdoor And Indoors Occasions, Ideal For Adding A Natural Touch To Your Decor",0,0,1,,,,,simple,Default,1,,"Generic Pack Of 3 Silk Polyester Artificial Shaded Orange Green Leaf Vine Hanging Garland Foliage Flowers Leaf Plants For Wall Decoration (Color: Orange-Green,Length: 15 Feet)",,,,Orange-Green,,"Silk Polyester","15 Feet",,,,,,1,IN,0
"generic multicolor you are my love night lamp-pid31167","Generic Multicolor You Are My Love Night Lamp (Screwless)","Multicolor You Are My Love Night Lamp<br>Color: Multi Color<br>Material: Acrylic<br>Style:  You Are My Love <br>Power Source: AC Adapter <br>Extremely cool and 3D illusion,  <br>Design is Laser engraved on 4 mm thick Acrylic glass. <br>Ideal for living room, bedroom,birthday gift, bars, shop, coffee shop, hotel etc <br>Low energy consumption.  <br>Made of safety material . <br>No foul odors or chemically powder coatings.",night-lamps,1,BSLDYYY-17,150.00000000,default,100,129,,"https://live.staticflickr.com/65535/50700647583_5e77b6e55b_o_d.jpg,https://live.staticflickr.com/65535/50700647518_309f3f0bb4_o_d.jpg,https://live.staticflickr.com/65535/50701474647_d2b2f0c3ab_o_d.jpg,https://live.staticflickr.com/65535/50700647573_30e1135294_o_d.jpg","Generic Multicolor You Are My Love Night Lamp (Screwless)","Multicolor You Are My Love Night Lamp<br>Color: Multi Color<br>Material: Acrylic<br>Style:  You Are My Love <br>Power Source: AC Adapter <br>Extremely cool and 3D illusion,  <br>Design is Laser engraved on 4 mm thick Acrylic glass. <br>Ideal for living room, bedroom,birthday gift, bars, shop, coffee shop, hotel etc <br>Low energy consumption.  <br>Made of safety material . <br>No foul odors or chemically powder coatings.",0,0,1,,,,,simple,Default,1,,"Multicolor You Are My Love Night Lamp",,,,Multicolor,,Acrylic,,,,"Night Lamp",,,1,IN,0
generic-pack-of-5-silk-polyester-artificial-shaded-orange-green-leaf-vine-hanging-garland-foliage-flowers-leaf-plants-for-wall-decoration-color-orange-green-length-15-feet-pid35519,"Generic Pack Of 5 Silk Polyester Artificial Shaded Orange Green Leaf Vine Hanging Garland Foliage Flowers Leaf Plants For Wall Decoration (Color: Orange-Green,Length: 15 Feet)","Generic Pack Of 5 Silk Polyester Artificial Shaded Orange Green Leaf Vine Hanging Garland Foliage Flowers Leaf Plants For Wall Decoration (Color: Orange-Green,Length: 15 Feet)<br>Color:Orange-Green, <br>Material: Silk Polyester<br>Type:Leaf Creeper, <br>Length:15 Feet<br>Suitable For: A Great Choice For Decorating Weddings, Parties, Festivals, Homes, Gardens And Other Outdoor And Indoors Occasions, Ideal For Adding A Natural Touch To Your Decor",home-accessories,1,BSB21HDMYYYCDLCR_Orange_Greenc5,500.00000000,default,18,642,,"https://live.staticflickr.com/65535/51179468637_1ff8620bbb_o_d.jpg,https://live.staticflickr.com/65535/51181247780_dcf047fd8a_o_d.jpg","Generic Pack Of 5 Silk Polyester Artificial Shaded Orange Green Leaf Vine Hanging Garland Foliage Flowers Leaf Plants For Wall Decoration (Color: Orange-Green,Length: 15 Feet)","Generic Pack Of 5 Silk Polyester Artificial Shaded Orange Green Leaf Vine Hanging Garland Foliage Flowers Leaf Plants For Wall Decoration (Color: Orange-Green,Length: 15 Feet)<br>Color:Orange-Green, <br>Material: Silk Polyester<br>Type:Leaf Creeper, <br>Length:15 Feet<br>Suitable For: A Great Choice For Decorating Weddings, Parties, Festivals, Homes, Gardens And Other Outdoor And Indoors Occasions, Ideal For Adding A Natural Touch To Your Decor",0,0,1,,,,,simple,Default,1,,"Generic Pack Of 5 Silk Polyester Artificial Shaded Orange Green Leaf Vine Hanging Garland Foliage Flowers Leaf Plants For Wall Decoration (Color: Orange-Green,Length: 15 Feet)",,,,Orange-Green,,"Silk Polyester","15 Feet",,,,,,1,IN,0
"generic multicolor mom and dad night lamp-pid31168","Generic Multicolor Mom And Dad Night Lamp (Screwless)","Multicolor Mom And Dad Night Lamp<br>Color: Multi Color<br>Material: Acrylic<br>Style:  Mom And Dad <br>Power Source: AC Adapter <br>Extremely cool and 3D illusion,  <br>Design is Laser engraved on 4 mm thick Acrylic glass. <br>Ideal for living room, bedroom,birthday gift, bars, shop, coffee shop, hotel etc <br>Low energy consumption.  <br>Made of safety material . <br>No foul odors or chemically powder coatings.",night-lamps,1,BSLDYYY-18,150.00000000,default,100,129,,"https://live.staticflickr.com/65535/50700647488_033f66bf34_o_d.jpg,https://live.staticflickr.com/65535/50701474547_3eefd751f0_o_d.jpg,https://live.staticflickr.com/65535/50701474572_6c3d1b54c3_o_d.jpg","Generic Multicolor Mom And Dad Night Lamp (Screwless)","Multicolor Mom And Dad Night Lamp<br>Color: Multi Color<br>Material: Acrylic<br>Style:  Mom And Dad <br>Power Source: AC Adapter <br>Extremely cool and 3D illusion,  <br>Design is Laser engraved on 4 mm thick Acrylic glass. <br>Ideal for living room, bedroom,birthday gift, bars, shop, coffee shop, hotel etc <br>Low energy consumption.  <br>Made of safety material . <br>No foul odors or chemically powder coatings.",0,0,1,,,,,simple,Default,1,,"Multicolor Mom And Dad Night Lamp",,,,Multicolor,,Acrylic,,,,"Night Lamp",,,1,IN,0
generic-pack-of-2-silk-polyester-artificial-shaded-pink-green-leaf-vine-hanging-garland-foliage-flowers-leaf-plants-for-wall-decoration-color-pink-green-length-15-feet-pid35520,"Generic Pack Of 2 Silk Polyester Artificial Shaded Pink Green Leaf Vine Hanging Garland Foliage Flowers Leaf Plants For Wall Decoration (Color: Pink-Green,Length: 15 Feet)","Generic Pack Of 2 Silk Polyester Artificial Shaded Pink Green Leaf Vine Hanging Garland Foliage Flowers Leaf Plants For Wall Decoration (Color: Pink-Green,Length: 15 Feet)<br>Color:Pink-Green, <br>Material: Silk Polyester<br>Type:Leaf Creeper, <br>Length:15 Feet<br>Suitable For: A Great Choice For Decorating Weddings, Parties, Festivals, Homes, Gardens And Other Outdoor And Indoors Occasions, Ideal For Adding A Natural Touch To Your Decor",home-accessories,1,BSB21HDMYYYCDLCR_Pink_Greenc2,200.00000000,default,5,270,,"https://live.staticflickr.com/65535/51180942894_0d033354c6_o_d.jpg,https://live.staticflickr.com/65535/51180942114_dca1deae3c_o_d.jpg","Generic Pack Of 2 Silk Polyester Artificial Shaded Pink Green Leaf Vine Hanging Garland Foliage Flowers Leaf Plants For Wall Decoration (Color: Pink-Green,Length: 15 Feet)","Generic Pack Of 2 Silk Polyester Artificial Shaded Pink Green Leaf Vine Hanging Garland Foliage Flowers Leaf Plants For Wall Decoration (Color: Pink-Green,Length: 15 Feet)<br>Color:Pink-Green, <br>Material: Silk Polyester<br>Type:Leaf Creeper, <br>Length:15 Feet<br>Suitable For: A Great Choice For Decorating Weddings, Parties, Festivals, Homes, Gardens And Other Outdoor And Indoors Occasions, Ideal For Adding A Natural Touch To Your Decor",0,0,1,,,,,simple,Default,1,,"Generic Pack Of 2 Silk Polyester Artificial Shaded Pink Green Leaf Vine Hanging Garland Foliage Flowers Leaf Plants For Wall Decoration (Color: Pink-Green,Length: 15 Feet)",,,,Pink-Green,,"Silk Polyester","15 Feet",,,,,,1,IN,0
generic-pack-of-4-multicolor-plastic-snack-bag-clip-sealer-18-pcs-set-color-assorted-pid37312,"Generic Pack Of_4 Multicolor Plastic Snack Bag Clip Sealer( 18 Pcs Set) (Color: Assorted)","Generic Pack Of_4 Multicolor Plastic Snack Bag Clip Sealer(18 Pcs Set) (Color: Assorted)<br>Bag clips are a freezer, microwave and dishwasher safe.<br>Package includes three sizes for all bag sealing needs.<br>To use, simply twist the bag and clip a bag clip around the plastic or paper.<br>Easy to use and reusable. Seal Bag Clip is suitable for clipping different kinds of plastic bags, milk powder bags, food bags, paper bags and so on. Contains 18 Food Bag Clips",kitchenware,1,BSCCOHNKH1071,360.00000000,default,4,135,,"https://live.staticflickr.com/65535/51096159994_502e39902c_o_d.jpg,https://live.staticflickr.com/65535/51096159949_cda17eb461_o_d.jpg,https://live.staticflickr.com/65535/51096884950_34fce8b74d_o_d.jpg,https://live.staticflickr.com/65535/51096884970_e6fc4fb52d_o_d.jpg","Generic Pack Of_4 Multicolor Plastic Snack Bag Clip Sealer( 18 Pcs Set) (Color: Assorted)","Generic Pack Of_4 Multicolor Plastic Snack Bag Clip Sealer(18 Pcs Set) (Color: Assorted)<br>Bag clips are a freezer, microwave and dishwasher safe.<br>Package includes three sizes for all bag sealing needs.<br>To use, simply twist the bag and clip a bag clip around the plastic or paper.<br>Easy to use and reusable. Seal Bag Clip is suitable for clipping different kinds of plastic bags, milk powder bags, food bags, paper bags and so on. Contains 18 Food Bag Clips",0,0,1,,,,,simple,Default,1,,"Generic Pack Of_4 Multicolor Plastic Snack Bag Clip Sealer(18 Pcs Set) (Color: Assorted)",,,,Assorted,Unisex,,,,,"Home and Kitchen Accessories",,,1,IN,0
"generic multicolor shree nath ji night lamp-pid31169","Generic Multicolor Shree Nath Ji Night Lamp (Screwless)","Multicolor Shree Nath Ji Night Lamp<br>Color: Multi Color<br>Material: Acrylic<br>Style:  Shree Nath Ji <br>Power Source: AC Adapter <br>Extremely cool and 3D illusion,  <br>Design is Laser engraved on 4 mm thick Acrylic glass. <br>Ideal for living room, bedroom,birthday gift, bars, shop, coffee shop, hotel etc <br>Low energy consumption.  <br>Made of safety material . <br>No foul odors or chemically powder coatings.",night-lamps,1,BSLDYYY-19,150.00000000,default,100,129,,"https://live.staticflickr.com/65535/50700653583_f3f592848d_o_d.jpg,https://live.staticflickr.com/65535/50701480797_428f0d70b4_o_d.jpg,https://live.staticflickr.com/65535/50700653538_c77dfbd2e8_o_d.jpg,https://live.staticflickr.com/65535/50700653578_23554a9688_o_d.jpg,https://live.staticflickr.com/65535/50701398901_331a2181b8_o_d.jpg","Generic Multicolor Shree Nath Ji Night Lamp (Screwless)","Multicolor Shree Nath Ji Night Lamp<br>Color: Multi Color<br>Material: Acrylic<br>Style:  Shree Nath Ji <br>Power Source: AC Adapter <br>Extremely cool and 3D illusion,  <br>Design is Laser engraved on 4 mm thick Acrylic glass. <br>Ideal for living room, bedroom,birthday gift, bars, shop, coffee shop, hotel etc <br>Low energy consumption.  <br>Made of safety material . <br>No foul odors or chemically powder coatings.",0,0,1,,,,,simple,Default,1,,"Multicolor Shree Nath Ji Night Lamp",,,,Multicolor,,Acrylic,,,,"Night Lamp",,,1,IN,0
generic-pack-of-3-silk-polyester-artificial-shaded-pink-green-leaf-vine-hanging-garland-foliage-flowers-leaf-plants-for-wall-decoration-color-pink-green-length-15-feet-pid35521,"Generic Pack Of 3 Silk Polyester Artificial Shaded Pink Green Leaf Vine Hanging Garland Foliage Flowers Leaf Plants For Wall Decoration (Color: Pink-Green,Length: 15 Feet)","Generic Pack Of 3 Silk Polyester Artificial Shaded Pink Green Leaf Vine Hanging Garland Foliage Flowers Leaf Plants For Wall Decoration (Color: Pink-Green,Length: 15 Feet)<br>Color:Pink-Green, <br>Material: Silk Polyester<br>Type:Leaf Creeper, <br>Length:15 Feet<br>Suitable For: A Great Choice For Decorating Weddings, Parties, Festivals, Homes, Gardens And Other Outdoor And Indoors Occasions, Ideal For Adding A Natural Touch To Your Decor",home-accessories,1,BSB21HDMYYYCDLCR_Pink_Greenc3,300.00000000,default,18,386,,"https://live.staticflickr.com/65535/51181292570_9200afc146_o_d.jpg,https://live.staticflickr.com/65535/51180194611_9a0a5b93a2_o_d.jpg","Generic Pack Of 3 Silk Polyester Artificial Shaded Pink Green Leaf Vine Hanging Garland Foliage Flowers Leaf Plants For Wall Decoration (Color: Pink-Green,Length: 15 Feet)","Generic Pack Of 3 Silk Polyester Artificial Shaded Pink Green Leaf Vine Hanging Garland Foliage Flowers Leaf Plants For Wall Decoration (Color: Pink-Green,Length: 15 Feet)<br>Color:Pink-Green, <br>Material: Silk Polyester<br>Type:Leaf Creeper, <br>Length:15 Feet<br>Suitable For: A Great Choice For Decorating Weddings, Parties, Festivals, Homes, Gardens And Other Outdoor And Indoors Occasions, Ideal For Adding A Natural Touch To Your Decor",0,0,1,,,,,simple,Default,1,,"Generic Pack Of 3 Silk Polyester Artificial Shaded Pink Green Leaf Vine Hanging Garland Foliage Flowers Leaf Plants For Wall Decoration (Color: Pink-Green,Length: 15 Feet)",,,,Pink-Green,,"Silk Polyester","15 Feet",,,,,,1,IN,0
generic-pack-of-3-premium-egg-cutter-color-assorted-pid37313,"Generic Pack Of_3 Premium Egg Cutter (Color: Assorted)","Generic Pack Of_3 Premium Egg Cutter (Color: Assorted)<br>Made of virgin Unbreakable ABS Food Grade Materials.<br>Lesser wastage compare to hand made cutting through knife.<br>Good design-looks and style<br>Comfortable Handle for perfect griping",kitchenware,1,BSCCOHNKH1103,227.00000000,default,7,160,,"https://live.staticflickr.com/65535/51096884665_eeb383884a_o_d.jpg,https://live.staticflickr.com/65535/51096884615_33211331e0_o_d.jpg,https://live.staticflickr.com/65535/51096622978_b282a341b5_o_d.jpg,https://live.staticflickr.com/65535/51096623018_032cdf35e8_o_d.jpg","Generic Pack Of_3 Premium Egg Cutter (Color: Assorted)","Generic Pack Of_3 Premium Egg Cutter (Color: Assorted)<br>Made of virgin Unbreakable ABS Food Grade Materials.<br>Lesser wastage compare to hand made cutting through knife.<br>Good design-looks and style<br>Comfortable Handle for perfect griping",0,0,1,,,,,simple,Default,1,,"Generic Pack Of_3 Premium Egg Cutter (Color: Assorted)",,,,Assorted,Unisex,,,,,"Home and Kitchen Accessories",,,1,IN,0
"generic multicolor propose night lamp-pid31170","Generic Multicolor Propose Night Lamp (Screwless)","Multicolor Propose Night Lamp<br>Color: Multi Color<br>Material: Acrylic<br>Style:  Propose <br>Power Source: AC Adapter <br>Extremely cool and 3D illusion,  <br>Design is Laser engraved on 4 mm thick Acrylic glass. <br>Ideal for living room, bedroom,birthday gift, bars, shop, coffee shop, hotel etc <br>Low energy consumption.  <br>Made of safety material . <br>No foul odors or chemically powder coatings.",night-lamps,1,BSLDYYY-2,150.00000000,default,100,129,,"https://live.staticflickr.com/65535/50700653483_ab0068df2a_o_d.jpg,https://live.staticflickr.com/65535/50701480717_bcde0c0e89_o_d.jpg,https://live.staticflickr.com/65535/50700653453_bb98cb86dc_o_d.jpg","Generic Multicolor Propose Night Lamp (Screwless)","Multicolor Propose Night Lamp<br>Color: Multi Color<br>Material: Acrylic<br>Style:  Propose <br>Power Source: AC Adapter <br>Extremely cool and 3D illusion,  <br>Design is Laser engraved on 4 mm thick Acrylic glass. <br>Ideal for living room, bedroom,birthday gift, bars, shop, coffee shop, hotel etc <br>Low energy consumption.  <br>Made of safety material . <br>No foul odors or chemically powder coatings.",0,0,1,,,,,simple,Default,1,,"Multicolor Propose Night Lamp",,,,Multicolor,,Acrylic,,,,"Night Lamp",,,1,IN,0
generic-pack-of-5-silk-polyester-artificial-shaded-pink-green-leaf-vine-hanging-garland-foliage-flowers-leaf-plants-for-wall-decoration-color-pink-green-length-15-feet-pid35522,"Generic Pack Of 5 Silk Polyester Artificial Shaded Pink Green Leaf Vine Hanging Garland Foliage Flowers Leaf Plants For Wall Decoration (Color: Pink-Green,Length: 15 Feet)","Generic Pack Of 5 Silk Polyester Artificial Shaded Pink Green Leaf Vine Hanging Garland Foliage Flowers Leaf Plants For Wall Decoration (Color: Pink-Green,Length: 15 Feet)<br>Color:Pink-Green, <br>Material: Silk Polyester<br>Type:Leaf Creeper, <br>Length:15 Feet<br>Suitable For: A Great Choice For Decorating Weddings, Parties, Festivals, Homes, Gardens And Other Outdoor And Indoors Occasions, Ideal For Adding A Natural Touch To Your Decor",home-accessories,1,BSB21HDMYYYCDLCR_Pink_Greenc5,500.00000000,default,20,642,,"https://live.staticflickr.com/65535/51180194506_1ef69319f5_o_d.jpg,https://live.staticflickr.com/65535/51180988964_ce2c405eae_o_d.jpg","Generic Pack Of 5 Silk Polyester Artificial Shaded Pink Green Leaf Vine Hanging Garland Foliage Flowers Leaf Plants For Wall Decoration (Color: Pink-Green,Length: 15 Feet)","Generic Pack Of 5 Silk Polyester Artificial Shaded Pink Green Leaf Vine Hanging Garland Foliage Flowers Leaf Plants For Wall Decoration (Color: Pink-Green,Length: 15 Feet)<br>Color:Pink-Green, <br>Material: Silk Polyester<br>Type:Leaf Creeper, <br>Length:15 Feet<br>Suitable For: A Great Choice For Decorating Weddings, Parties, Festivals, Homes, Gardens And Other Outdoor And Indoors Occasions, Ideal For Adding A Natural Touch To Your Decor",0,0,1,,,,,simple,Default,1,,"Generic Pack Of 5 Silk Polyester Artificial Shaded Pink Green Leaf Vine Hanging Garland Foliage Flowers Leaf Plants For Wall Decoration (Color: Pink-Green,Length: 15 Feet)",,,,Pink-Green,,"Silk Polyester","15 Feet",,,,,,1,IN,0
"generic multicolor sai baba night lamp-pid31171","Generic Multicolor Sai Baba Night Lamp (Screwless)","Multicolor Sai Baba Night Lamp<br>Color: Multi Color<br>Material: Acrylic<br>Style:  Sai Baba <br>Power Source: AC Adapter <br>Extremely cool and 3D illusion,  <br>Design is Laser engraved on 4 mm thick Acrylic glass. <br>Ideal for living room, bedroom,birthday gift, bars, shop, coffee shop, hotel etc <br>Low energy consumption.  <br>Made of safety material . <br>No foul odors or chemically powder coatings.",night-lamps,1,BSLDYYY-20,150.00000000,default,100,129,,https://live.staticflickr.com/65535/50701398726_4a2034098d_o_d.jpg,"Generic Multicolor Sai Baba Night Lamp (Screwless)","Multicolor Sai Baba Night Lamp<br>Color: Multi Color<br>Material: Acrylic<br>Style:  Sai Baba <br>Power Source: AC Adapter <br>Extremely cool and 3D illusion,  <br>Design is Laser engraved on 4 mm thick Acrylic glass. <br>Ideal for living room, bedroom,birthday gift, bars, shop, coffee shop, hotel etc <br>Low energy consumption.  <br>Made of safety material . <br>No foul odors or chemically powder coatings.",0,0,1,,,,,simple,Default,1,,"Multicolor Sai Baba Night Lamp",,,,Multicolor,,Acrylic,,,,"Night Lamp",,,1,IN,0
generic-pack-of-2-silk-polyester-artificial-watermelon-leaf-vine-hanging-garland-foliage-flowers-leaf-plants-for-wall-decoration-color-green-length-6.5-feet-pid35523,"Generic Pack Of 2 Silk Polyester Artificial Watermelon Leaf Vine Hanging Garland Foliage Flowers Leaf Plants For Wall Decoration (Color: Green,Length: 6.5 Feet)","Generic Pack Of 2 Silk Polyester Artificial Watermelon Leaf Vine Hanging Garland Foliage Flowers Leaf Plants For Wall Decoration (Color: Green,Length: 6.5 Feet)<br>Color:Green, <br>Material: Silk Polyester<br>Type:Leaf Creeper, <br>Length:6.5 Feet<br>Suitable For: A Great Choice For Decorating Weddings, Parties, Festivals, Homes, Gardens And Other Outdoor And Indoors Occasions, Ideal For Adding A Natural Touch To Your Decor",home-accessories,1,BSB21HDMYYYCDLCR_Watermelonc2,200.00000000,default,20,270,,"https://live.staticflickr.com/65535/51180418333_59ea636d35_o_d.jpg,https://live.staticflickr.com/65535/51179511602_189a47e836_o_d.jpg,https://live.staticflickr.com/65535/51180194026_07bbbe812f_o_d.jpg,https://live.staticflickr.com/65535/51180418243_1b9a14d7a6_o_d.jpg","Generic Pack Of 2 Silk Polyester Artificial Watermelon Leaf Vine Hanging Garland Foliage Flowers Leaf Plants For Wall Decoration (Color: Green,Length: 6.5 Feet)","Generic Pack Of 2 Silk Polyester Artificial Watermelon Leaf Vine Hanging Garland Foliage Flowers Leaf Plants For Wall Decoration (Color: Green,Length: 6.5 Feet)<br>Color:Green, <br>Material: Silk Polyester<br>Type:Leaf Creeper, <br>Length:6.5 Feet<br>Suitable For: A Great Choice For Decorating Weddings, Parties, Festivals, Homes, Gardens And Other Outdoor And Indoors Occasions, Ideal For Adding A Natural Touch To Your Decor",0,0,1,,,,,simple,Default,1,,"Generic Pack Of 2 Silk Polyester Artificial Watermelon Leaf Vine Hanging Garland Foliage Flowers Leaf Plants For Wall Decoration (Color: Green,Length: 6.5 Feet)",,,,Green,,"Silk Polyester","6.5 Feet",,,,,,1,IN,0
generic-pack-of-6-plastic-hanger-hanging-hook-color-assorted-pid37315,"Generic Pack Of_6 Plastic Hanger Hanging Hook (Color: Assorted)","Generic Pack Of_6 Plastic Hanger Hanging Hook (Color: Assorted)<br>You Can Hang A Set Of Dress, Scarf And Coat In One Single Hanger.<br>Great For Providing Convenient Storage And Organization Of Coordinating Suits.<br>Our Space Saving Coat Hangers Will Optimize The Space On Your Clothes Rail Instead Of Cluttering In.<br>It Is Beautiful, Durable, Convenient And Flexible In Use These Hangers Can Hang Clothes In Their Natural Form.",home-accessories,1,BSCCOHNKH1131,397.00000000,default,5,133,,"https://live.staticflickr.com/65535/51096625233_b0f362f61a_o_d.jpg,https://live.staticflickr.com/65535/51096177952_12d93b37f4_o_d.jpg,https://live.staticflickr.com/65535/51096177962_0514dce154_o_d.jpg","Generic Pack Of_6 Plastic Hanger Hanging Hook (Color: Assorted)","Generic Pack Of_6 Plastic Hanger Hanging Hook (Color: Assorted)<br>You Can Hang A Set Of Dress, Scarf And Coat In One Single Hanger.<br>Great For Providing Convenient Storage And Organization Of Coordinating Suits.<br>Our Space Saving Coat Hangers Will Optimize The Space On Your Clothes Rail Instead Of Cluttering In.<br>It Is Beautiful, Durable, Convenient And Flexible In Use These Hangers Can Hang Clothes In Their Natural Form.",0,0,1,,,,,simple,Default,1,,"Generic Pack Of_6 Plastic Hanger Hanging Hook (Color: Assorted)",,,,Assorted,Unisex,,,,,"Home and Kitchen Accessories",,,1,IN,0
